label,text,lex_feats
1,Príjemný zdvorilý vzdelaný,"[0.9803571105003357, 0.32678571343421936, 3.0, 1.0, 0.9803571105003357, 0.0, 0.5249999761581421, 0.0, 1.0, 0.0]"
1,jeto skvela cerpacia stanica  mam vas rad,"[0.0, 0.0, 4.0, 0.5714285969734192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Maximálna spokojnosť, profesionálny pristup a ochota","[0.20515874028205872, 0.04103174805641174, 5.0, 0.8333333134651184, 0.2607142925262451, -0.0555555559694767, 0.10000000149011612, -0.0555555559694767, 0.0, 0.0]"
1,"Ochotný, milý","[0.8854166865348816, 0.4427083432674408, 2.0, 1.0, 0.8854166865348816, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,Miroslava bola milá a veľmi ochotná. Práca jej išla od ruky a nenatahovala zbytočne čas.,"[1.0288665294647217, 0.09353332221508026, 11.0, 0.7333333492279053, 1.1641712188720703, -0.13530465960502625, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,"BOLA SOM SPOKOJNÁ S JEHO PRÍSTUPOM K SVOJEJ PRÁCI.JE SYMPATICKÝ,VYROVNANÝ MLADÝ MUŽ.PRAJEM MU VEĽA SPOKOJNÝCH KLIENTOV.","[0.5270261168479919, 0.052702613174915314, 10.0, 0.5263158082962036, 0.6877404451370239, -0.1607142835855484, 0.375, -0.1607142835855484, 0.0, 0.0]"
1,"Profesionalny pristup, rychle vybavenie poziadavky","[0.03125, 0.03125, 1.0, 0.20000000298023224, 0.03125, 0.0, 0.03125, 0.0, 0.0, 0.0]"
1,"prijemna obsluha a pri odchode popraju stastnu cestu,,,,,to sa mi velmy paci na nich,,,dakujem","[-0.1626984179019928, -0.027116402983665466, 6.0, 0.375, 0.0, -0.1626984179019928, 0.0, -0.1071428582072258, 0.0, 0.0]"
0,"To čo mi urobila vaša zamestnankyňa nemá obdobu. Bez toho aby ma informovala mi zrušila moje telefónne číslo a vymenila SIM kartu. Potom SIM karta  bola u nej niekoľko hodín a veselo si mohla telefonovať. Žiadne vysvetľovanie, žiadne ospravedlnenie. Nič.","[-0.5500248074531555, -0.026191657409071922, 21.0, 0.5249999761581421, 0.4178571403026581, -0.9678819179534912, 0.15625, -0.2708333432674408, 0.0, 0.0]"
1,Pomohol nam rozhodnuť sa a dobre  - lepšie poradil.,"[0.7123016119003296, 0.14246031641960144, 5.0, 0.625, 0.7678571343421936, -0.0555555559694767, 0.3125, -0.0555555559694767, 0.0, 0.0]"
0,"Skoncil sa mi jeden vas program a chcela som nejaku vyhodnu ponuku od vas,bola som vasim dlhodobym zakaznikom. Zial nebola mi ponuknuta ziadna moznost, tak prechadzam do <COMPANY6>.","[-0.146831214427948, -0.012235934846103191, 12.0, 0.4137931168079376, 0.13025210797786713, -0.2770833373069763, 0.05882352963089943, -0.125, 0.0, 0.0]"
0,"Nemá dobré jednanie,drzá a povýšenecká.","[1.0296716690063477, 0.2059343308210373, 5.0, 0.8333333134651184, 1.0852272510528564, -0.0555555559694767, 0.5852272510528564, -0.0555555559694767, 1.0, 0.0]"
1,Milá víla  :),"[0.5416666865348816, 0.2708333432674408, 2.0, 1.0, 0.5416666865348816, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,Fajn prístup a rýchle vybavenie :),"[0.3377976417541504, 0.06755952537059784, 5.0, 1.0, 0.3933531939983368, -0.0555555559694767, 0.3125, -0.0555555559694767, 0.0, 0.0]"
1,Patricia mi pomohla zvolit vhodne programy na firemne mobily.,"[0.5022321343421936, 0.1004464253783226, 5.0, 0.5555555820465088, 0.5022321343421936, 0.0, 0.359375, 0.0, 0.0, 0.0]"
1,"ochota obsluhy,príjemné prostredie","[0.3095237910747528, 0.1031745970249176, 3.0, 0.75, 0.3095237910747528, 0.0, 0.2678571343421936, 0.0, 0.0, 0.0]"
0,Veľmi malo zamestnancov veľmi dlho sa čaká na vybavenie požiadavky,"[0.26249998807907104, 0.03281249850988388, 8.0, 0.800000011920929, 0.45625001192092896, -0.19374999403953552, 0.1875, -0.10000000149011612, 0.0, 0.0]"
1,Veľmi milý a ústretový.  Ďakujem,"[0.5611110925674438, 0.14027777314186096, 4.0, 0.800000011920929, 0.6166666746139526, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,😃😃😃,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Vaša asistentka Veronika bola veľmi príjemná, poradila mi s problémom k spokojnosti. Ďakujem pekne.","[0.5518028736114502, 0.04244637489318848, 13.0, 0.9285714030265808, 0.8453296422958374, -0.2935267686843872, 0.375, -0.1607142835855484, 0.0, 0.0]"
1,"Bola milá, odpovedala na všetky otázky.","[0.6845238208770752, 0.1711309552192688, 4.0, 0.6666666865348816, 0.6845238208770752, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,"Ochotny, prijemny poradiť","[0.0, 0.0, 1.0, 0.3333333432674408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Dobrý deň, veľká vďaka za kvalitnú obsluhu, 100 % ovládanie svojej práce . Takých predavačov je bohužiaľ v dnešnej dobe málo...  Veľa úspechov do ďalšej práce. Ďakujem.","[0.852346658706665, 0.0448603518307209, 19.0, 0.7916666865348816, 2.013828992843628, -1.1614822149276733, 0.5852272510528564, -0.875, 2.0, 1.0]"
1,rychle a stručné info,"[0.3194444477558136, 0.1597222238779068, 2.0, 0.5, 0.375, -0.0555555559694767, 0.375, -0.0555555559694767, 0.0, 0.0]"
1,"Ochota, spokojnosť s komunikáciou","[-0.007683981209993362, -0.0019209953024983406, 4.0, 1.0, 0.15303030610084534, -0.1607142835855484, 0.10000000149011612, -0.1607142835855484, 0.0, 0.0]"
1,Mily pristup a ochota,"[-0.0138888880610466, -0.0069444440305233, 2.0, 0.5, 0.0416666679084301, -0.0555555559694767, 0.0416666679084301, -0.0555555559694767, 0.0, 0.0]"
1,"Bola velmi profesionalna ,znala veci.Dakujem !","[0.5625, 0.1875, 3.0, 0.5, 0.5625, 0.0, 0.5, 0.0, 1.0, 0.0]"
1,"Príjemné vystupovanie,  profesionálny prístup,  bez zdržania. Proste všetko OK! P.S.: ... keď sa usmieva, je oveľa krajšia ...","[0.7996031045913696, 0.0615079328417778, 13.0, 0.7647058963775635, 1.1269841194152832, -0.3273809552192688, 0.4166666567325592, -0.1666666716337204, 0.0, 0.0]"
1,:-),"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,"prosim Vas dajte vyskolit personal na Myto.Personal bol neochotny,chcel som vymenit jednotku a povedali ze to oni nevediet.Po tom co som im vysvetlil ako to maju spravit to robili 45 minut a velmi neochotne. Konkretne Jan a Silvia.","[-0.04803112521767616, -0.002668395871296525, 18.0, 0.44999998807907104, 0.24363553524017334, -0.2916666567325592, 0.125, -0.09375, 0.0, 0.0]"
1,Super pumpa super obsluha :),"[0.15000000596046448, 0.03750000149011612, 4.0, 1.0, 0.15000000596046448, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
0,"DD, Cely rozhovor bol v poriadku,dokonca sme sa dohodli že si rozmyslím jej ponuku a dnes okolo obeda sa mi ozve.zial nik mi nevolal.","[-0.056272879242897034, -0.003751525189727545, 15.0, 0.5769230723381042, 0.1895604431629181, -0.24583333730697632, 0.1041666641831398, -0.1875, 0.0, 0.0]"
1,"Milý personál, čisté WC","[0.7259615659713745, 0.18149039149284363, 4.0, 1.0, 0.7259615659713745, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,"Veľmi peknà, úhľadnà a čistà čerpacia stanica s príjemnou obsluhou.","[0.7275488376617432, 0.10393554717302322, 7.0, 0.699999988079071, 0.9438186883926392, -0.2162698358297348, 0.4166666567325592, -0.1607142835855484, 0.0, 0.0]"
1,su mili usmievavy a to potesi  vzdi a doda dobru naladu preto ked vychadzame z domu mali by sme sa usmievat,"[0.5961399674415588, 0.06623777747154236, 9.0, 0.4285714328289032, 0.7072510719299316, -0.1111111119389534, 0.5852272510528564, -0.0555555559694767, 1.0, 0.0]"
1,"Veľmi ochotna,milá príjemná, vždy sa teším , keď môžem  vybavovať svoje otázky u nej. Je jednička.","[0.9336309432983398, 0.11670386791229248, 8.0, 0.5, 0.9648809432983398, -0.03125, 0.5416666865348816, -0.03125, 1.0, 0.0]"
1,Profesionálny prístup a príjemné vystupovanie ☺,"[0.2619047462940216, 0.05238094925880432, 5.0, 1.0, 0.317460298538208, -0.0555555559694767, 0.2678571343421936, -0.0555555559694767, 0.0, 0.0]"
1,"dakujem, príjemná pomoc","[0.3303571343421936, 0.1651785671710968, 2.0, 0.6666666865348816, 0.3303571343421936, 0.0, 0.2678571343421936, 0.0, 0.0, 0.0]"
1,Prijemne mily hlas a priatelsky pristup.,"[-0.0376984104514122, -0.0188492052257061, 2.0, 0.3333333432674408, 0.01785714365541935, -0.0555555559694767, 0.01785714365541935, -0.0555555559694767, 0.0, 0.0]"
1,"Ústretovosť, informovanosť, ochota","[0.0416666679084301, 0.02083333395421505, 2.0, 0.6666666865348816, 0.0416666679084301, 0.0, 0.0416666679084301, 0.0, 0.0, 0.0]"
1,Bol milý a zodpovedal moje otázky.,"[0.5664682388305664, 0.1416170597076416, 4.0, 0.6666666865348816, 0.6220238208770752, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,"Ďakujem vám Lukáš ,  za veľmi profesionálny prístup.","[0.12460317462682724, 0.024920634925365448, 5.0, 0.7142857313156128, 0.12460317462682724, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,"Je to zena na spravnom mieste,je schopna,prijemna.","[0.4541594088077545, 0.11353985220193863, 4.0, 0.4444444477558136, 0.4541594088077545, 0.0, 0.40625, 0.0, 0.0, 0.0]"
1,vždy je tam rýchla obsluha,"[0.02232143096625805, 0.004464286379516125, 5.0, 1.0, 0.0535714328289032, -0.03125, 0.0357142873108387, -0.03125, 0.0, 0.0]"
1,"Profesionalny , mily, ochotny, ludsky  a knowledgeable","[-0.0555555559694767, -0.0555555559694767, 1.0, 0.1666666716337204, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,Milá a trpezlivá.,"[0.4861111342906952, 0.2430555671453476, 2.0, 0.6666666865348816, 0.5416666865348816, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,velmi prijemni personal,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Ďakujem všetko bolo vybavené na dobrom úrovni.Som spokojný Krendzelak,"[0.92927485704422, 0.13275355100631714, 7.0, 0.699999988079071, 0.92927485704422, 0.0, 0.5852272510528564, 0.0, 1.0, 0.0]"
1,"Ďakujem a chválim konzultantku Kristínu za empatický prístup k zákazníkom 😉 respektivne ku mne špeciálne😃 , nastavila mi mobil a poučila nakoľko niesom až tak technický zdatná, ešte raz vďaka 😊","[0.26519036293029785, 0.014732797630131245, 18.0, 0.6428571343421936, 0.6888014674186707, -0.4236111044883728, 0.375, -0.3125, 0.0, 0.0]"
0,"Dobry den, ako predajca nevedel mi ponuknut  <COMPANY4> sluzbu, ktoru som nutne potreboval a zaujimal (viac internetu). Nesnazil sa navrhnut mozne riesenia na moju poziadavku. Dakujem.","[-0.4126983880996704, -0.04126983880996704, 10.0, 0.38461539149284363, 0.1428571492433548, -0.5555555820465088, 0.125, -0.4375, 0.0, 0.0]"
0,"Dobrý deň, slečna sa snažila ale..telefón ktorý sme vybrali nemali na predajni a tak sme sa dohodli ,že to príde kuriérom na druhý deň .Jasne som povedal,že mám v ten deň rannú smenu,tak som sa opýtal,či mi to môže prísť okolo 3,keď budem už doma.Dostal som odpoveď,že áno,že to nie je problém.Dnes ráno som dostal sms o 7:44,že dnes mi bude doručená zásielka.Hneď o 7:47 som písal sms,aby prišli okolo trištvrte na tri,lebo mám rannú a nie som skôr doma.Ale už o 8:56 mi volal kuriér,že je pred naším činžiakom!!!!To o čom sme sa potom včera bavili?!?!?Tak som mu povedal,že som v robote a on,či sa môže zastaviť okolo jednej a ja mu že nie,to som stále v robote!Tak že zajtra mi to donesie kolega jeho do roboty-lebo mám opäť rannú.Potom som mu volal,či mi to nemôže doniesť dnes do roboty,ale už nechcel....Nie je podstatné,že ten telefón nemám dnes-ako sme sa dohodli,mne ide o princíp!Raz sme sa na niečom dohodli,tak to platí!To ma mrzí,že to tak dopadlo...","[-0.47494179010391235, -0.0037693793419748545, 126.0, 0.6428571343421936, 3.4842593669891357, -3.9592013359069824, 0.5852272510528564, -0.625, 2.0, 1.0]"
1,"Poďakovať sa chcem za ochotný a milý prístup, za profesionálne vyriešenie môjho problému a za ochotné vysvetlenie nejasností. Prajem jej veľa pracovných úspechov a aby jej ten pozitívny prístup vydržal čo najdlhšie.","[1.9479120969772339, 0.08854145556688309, 22.0, 0.6875, 2.543064594268799, -0.5951521992683411, 0.5852272510528564, -0.1328125, 2.0, 0.0]"
1,ústretové obsluha,"[0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Veľmi zlatý a milý chlapec:) kvôli mne bol o polhodinu nadčas! To sa cení:)),"[0.8789682984352112, 0.08789683133363724, 10.0, 0.7142857313156128, 0.9345238208770752, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,"Velmi dobre mi poradila, dakujem!","[0.3125, 0.1041666641831398, 3.0, 0.6000000238418579, 0.3125, 0.0, 0.3125, 0.0, 0.0, 0.0]"
1,Skvelý prístup !,"[0.7222222089767456, 0.3611111044883728, 2.0, 1.0, 0.7222222089767456, 0.0, 0.7083333134651184, 0.0, 1.0, 0.0]"
1,"Mal príjemné vystupovanie a bol ochotný zodpovedať všetky moje otázky ešte raz, dakujem","[0.3864087164402008, 0.0483010895550251, 8.0, 0.6153846383094788, 0.7544642686843872, -0.3680555522441864, 0.34375, -0.3125, 0.0, 0.0]"
1,"Veľmi dobrý prístup, správanie a inteligentné riešenie problémov.","[0.7925662398338318, 0.11322374641895294, 7.0, 0.875, 0.9809343218803406, -0.1883680522441864, 0.5852272510528564, -0.1328125, 1.0, 0.0]"
1,"Bol ochotný, mal dobrý prístup k zákazníkovi.","[1.0328385829925537, 0.1475483626127243, 7.0, 1.0, 1.0328385829925537, 0.0, 0.5852272510528564, 0.0, 1.0, 0.0]"
1,"ústretový,slušný,ochotný poskytnúť informácie služieb","[0.7767045497894287, 0.15534090995788574, 5.0, 0.8333333134651184, 0.7767045497894287, 0.0, 0.3541666567325592, 0.0, 0.0, 0.0]"
0,Personal je super akurat nie som spokojny s vydieracskou politykou firmy za uctovanie upomienok .Som rozhodnuty odist z <COMPANY4> aj s celou rodinou.,"[-0.40952375531196594, -0.03412697836756706, 12.0, 0.52173912525177, 0.12857143580913544, -0.538095235824585, 0.07500000298023224, -0.17499999701976776, 0.0, 0.0]"
1,"Ochota, prijemny hlas, ziadne negativne emocie v hlase, vazene slova.","[0.0773809552192688, 0.01547619141638279, 5.0, 0.5, 0.0773809552192688, 0.0, 0.0416666679084301, 0.0, 0.0, 0.0]"
1,tato mlada dama je usluzna erudovana mila vie poradit zakaznikom jej vystupovanie vysoko hodnotim odchadzal som  od vas velmi spokojny odporucam firme nech si takych zasmestncov drzi a adekvatne ohodnoti   spolocnost potrebuje takych to mladych ludi - Veronike dakujem a prajem jej vela elanu do dalsej prace,"[-0.15347808599472046, -0.011806006543338299, 13.0, 0.28260868787765503, 0.39513301849365234, -0.5486111044883728, 0.2916666567325592, -0.4375, 0.0, 0.0]"
0,Cele zle,"[-0.75, -0.75, 1.0, 0.5, 0.0, -0.75, 0.0, -0.75, 0.0, 1.0]"
1,"Je velmi mila,trpezliva a ustretova.","[-0.0376984104514122, -0.0188492052257061, 2.0, 0.3333333432674408, 0.01785714365541935, -0.0555555559694767, 0.01785714365541935, -0.0555555559694767, 0.0, 0.0]"
1,Dakujem za pomoc a radu pri riešení môjho problému.,"[0.1419890820980072, 0.0283978171646595, 5.0, 0.5555555820465088, 0.3303571343421936, -0.1883680522441864, 0.25, -0.1328125, 0.0, 0.0]"
0,"Nevybavené podnet,žiadny záujem o zákazníka,budem postupovať na riaditeľstve <COMPANY4> slovensko","[0.34285712242126465, 0.04285714030265808, 8.0, 0.6666666865348816, 0.34285712242126465, 0.0, 0.20000000298023224, 0.0, 0.0, 0.0]"
1,Bola velmi prijemna a pohotova vedela odpivedat na vsetky otazky. Vyborna reakcia na pomalsie fungovanie systemu. Tak ze som stihla nakup nez preslo schvalanie zmluvy. A bol usetreny moj cas.,"[-0.02281745709478855, -0.002535273088142276, 9.0, 0.30000001192092896, 0.0882936492562294, -0.1111111119389534, 0.02083333395421505, -0.0555555559694767, 0.0, 0.0]"
1,"Pracovníčka bola veľmi ochotná, príjemná a fundovane odpovedala na všetky otázky. Ďakujem.","[0.7739087343215942, 0.08598986268043518, 9.0, 0.75, 0.829464316368103, -0.0555555559694767, 0.34375, -0.0555555559694767, 0.0, 0.0]"
0,"Prosím , pri aktivácii rýchlostného internetu mi pracovníčka zablokovala starú SIM kartu môjho syna. Jeho číslo je <PHONE_NUMBER>. Je t. č. v Číne. Novú SIM kartu môže aktivovať až  po príchode na Slovensko. Existuje možnosť odblokovať roaming starej karty? Prosím o pomoc. Týka sa to len tohto týždňa. Kontakt so synom po jeho odchode z Čínynebude možný <SIGNATURE> Môj kontakt je <PHONE_NUMBER>","[0.08524808287620544, 0.0021312020253390074, 40.0, 0.6349206566810608, 0.7457188963890076, -0.6604707837104797, 0.15625, -0.1875, 0.0, 0.0]"
0,"Dobry den, k asisetentke nemam vyhrady, ustretova, vecna, ochotna, takze 100%.  Vyhradu mam k Vasej firme a ako sa zachovala v danom probleme. Asistentka sa pri hovore vyjadrila, ze nie som sam, kto zaznamenal dany problem, ze technici take nieco riesili uz den pred tym. Takze som nebol sam. Preco teda firma neposlala vsetkym hromadnu sms, aby si restartovali mobil, ak maju problemy s datami? Preco som musel volat na zakaznicku linku <COMPANY4> a riesit tento problem s asistenkou? Samozrejme, musel som si za toto spojenie zaplatit - 0,13 €. Zeby to bolo prave kvoli tomu?? Ze sa za to plati? Ak si predstavim, ze tento technicky problem ( zapricineny Vasou firmou, nie mnou, ani nikym inym ) malo len sto tisic zakaznikov - pekne Vam ""cinklo"" do kasicky 13 000 €. Naozaj slusny vykon a slusne peniaze. Ocakavam vyjadrenie zodpovedneho. S pozdravom <SIGNATURE>","[-0.053790874779224396, -0.0009961272589862347, 54.0, 0.4029850661754608, 1.4851971864700317, -1.5389881134033203, 0.375, -0.1875, 0.0, 0.0]"
1,"ochota, rychlost, ustretovost","[0.0416666679084301, 0.0416666679084301, 1.0, 0.3333333432674408, 0.0416666679084301, 0.0, 0.0416666679084301, 0.0, 0.0, 0.0]"
1,"ustretovost, profesionalita, ochota. dakujem","[0.0729166716337204, 0.0364583358168602, 2.0, 0.5, 0.0729166716337204, 0.0, 0.0416666679084301, 0.0, 0.0, 0.0]"
1,"Prijemny, ochotny, usmiaty, profesionalny.  Adept na odmeny k vyplate !","[0.08461538702249527, 0.028205128386616707, 3.0, 0.3333333432674408, 0.08461538702249527, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
0,"Čerpacia stanica v pohode, ale vadia mi tam miestny opilci.. Človek by si tam aj odpočinul, ale ked počuje a vidí  ako tam pijú,fajčia a občas kričia,  radšej natankujem  a idem preč..","[-0.37806373834609985, -0.014540912583470345, 26.0, 0.7878788113594055, 0.3125, -0.6905637383460999, 0.1875, -0.1875, 0.0, 0.0]"
1,"Maximálne ochotný,.ústretový a pomohol  zodpovedat na naš problém","[0.2044891119003296, 0.04089782387018204, 5.0, 0.5555555820465088, 0.4866071343421936, -0.2821180522441864, 0.34375, -0.1328125, 0.0, 0.0]"
1,"Milá, usmievavá, trpezlivá, mala prehľad a veľmi dobre poradila.","[0.9361110925674438, 0.11701388657093048, 8.0, 0.8888888955116272, 0.9916666746139526, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,Ďakujem za rýchle spracovanie sťažnosti.,"[0.004464298486709595, 0.0011160746216773987, 4.0, 0.800000011920929, 0.2857142984867096, -0.28125, 0.25, -0.28125, 0.0, 0.0]"
1,"Na otázky mi bolo odpovedané stručne ,jasne ,zreteľne","[0.3871753215789795, 0.06452921777963638, 6.0, 0.75, 0.3871753215789795, 0.0, 0.15909090638160706, 0.0, 0.0, 0.0]"
0,To nebol on 😂,"[0.01785714365541935, 0.008928571827709675, 2.0, 0.6666666865348816, 0.01785714365541935, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,"Ďakujem za rýchle vybavenie,ochotná, veľmi príjemná a šikovná konzultantka,tiež by všetky boli take 🙂","[1.0908730030059814, 0.10908730328083038, 10.0, 0.6666666865348816, 1.1464285850524902, -0.0555555559694767, 0.375, -0.0555555559694767, 0.0, 0.0]"
1,Dakujem za promtne vybavenie.,"[0.03125, 0.03125, 1.0, 0.25, 0.03125, 0.0, 0.03125, 0.0, 0.0, 0.0]"
1,všetko,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Ďakujem milému personálu bez ktorého by som čerpaciu stanicu už nenavštívila :),"[0.5178571343421936, 0.0647321417927742, 8.0, 0.7272727489471436, 0.6845238208770752, -0.1666666716337204, 0.5416666865348816, -0.1666666716337204, 1.0, 0.0]"
1,"Bol milý, ochotný a správne poradil !!!! ĎAKUJEM !!!!","[0.9977182149887085, 0.16628636419773102, 6.0, 0.8571428656578064, 1.0532737970352173, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,"Prišiel som, povedal som čo chcem, poťukal a vybavené. Veľká spokojnosť. Rýchly a férový prístup","[0.17677044868469238, 0.016070039942860603, 11.0, 0.7333333492279053, 0.3816315531730652, -0.2048611044883728, 0.10000000149011612, -0.09375, 0.0, 0.0]"
